Event,Time,x,y,z
Transform.Position,3.082549,-49.7019,0,116.1779
Transform.Position,3.105757,-49.66344,0,116.2086
Transform.Position,3.121664,-49.63736,0,116.2292
Transform.Position,3.146306,-49.59543,0,116.2621
Transform.Position,3.162716,-49.56649,0,116.2845
Transform.Position,3.186333,-49.52338,0,116.3168
Transform.Position,3.202346,-49.49319,0,116.3387
Transform.Position,3.225807,-49.44742,0,116.3702
Transform.Position,3.247019,-49.40444,0,116.3977
Transform.Position,3.262689,-49.37257,0,116.4183
Transform.Position,3.281632,-49.33342,0,116.4426
Transform.Position,3.305708,-49.28404,0,116.4744
Transform.Position,3.322033,-49.25063,0,116.4959
Transform.Position,3.34657,-49.201,0,116.5283
Transform.Position,3.362736,-49.16876,0,116.5497
Transform.Position,3.386422,-49.1221,0,116.5806
Transform.Position,3.401942,-49.09195,0,116.6004
Transform.Position,3.425853,-49.04645,0,116.6301
Transform.Position,3.446779,-49.0078,0,116.6554
Transform.Position,3.462694,-48.97893,0,116.6744
Transform.Position,3.486308,-48.93604,0,116.7028
Transform.Position,3.501776,-48.90725,0,116.722
Transform.Position,3.522009,-48.8688,0,116.7476
Transform.Position,3.546221,-48.82191,0,116.7791
Transform.Position,3.562331,-48.79023,0,116.8005
Transform.Position,3.585846,-48.74365,0,116.8324
Transform.Position,3.601852,-48.71178,0,116.8545
Transform.Position,3.626195,-48.66273,0,116.8875
Transform.Position,3.642159,-48.63043,0,116.9089
Transform.Position,3.666075,-48.58218,0,116.941
Transform.Position,3.685862,-48.54198,0,116.9662
Transform.Position,3.70168,-48.50995,0,116.986
Transform.Position,3.72603,-48.46142,0,117.0161
Transform.Position,3.741975,-48.43026,0,117.0355
Transform.Position,3.766038,-48.38427,0,117.0641
Transform.Position,3.782385,-48.35374,0,117.0828
Transform.Position,3.806123,-48.30976,0,117.1094
Transform.Position,3.830211,-48.26283,0,117.137
Transform.Position,3.846078,-48.23056,0,117.1553
Transform.Position,3.854234,-48.21361,0,117.1647
Transform.Position,3.862865,-48.19555,0,117.1748
Transform.Position,3.894292,-48.1279,0,117.2116
Transform.Position,3.901781,-48.11147,0,117.2203
Transform.Position,3.926218,-48.05807,0,117.2499
Transform.Position,3.942245,-48.02341,0,117.2703
Transform.Position,3.965764,-47.97378,0,117.3017
Transform.Position,3.9818,-47.94099,0,117.324
Transform.Position,4.0099,-47.88612,0,117.3642
Transform.Position,4.026184,-47.85621,0,117.3881
Transform.Position,4.042149,-47.82779,0,117.4117
Transform.Position,4.066122,-47.78553,0,117.4486
Transform.Position,4.082078,-47.76009,0,117.4719
Transform.Position,4.101769,-47.7308,0,117.4999
Transform.Position,4.135997,-47.68116,0,117.5519
Transform.Position,4.146033,-47.66598,0,117.5687
Transform.Position,4.161965,-47.64142,0,117.5963
Transform.Position,4.16991,-47.62906,0,117.611
Transform.Position,4.181615,-47.61083,0,117.6326
Transform.Position,4.20168,-47.57928,0,117.6706
Transform.Position,4.229368,-47.53576,0,117.7239
Transform.Position,4.246124,-47.50961,0,117.7566
Transform.Position,4.26222,-47.48487,0,117.7883
Transform.Position,4.286025,-47.448,0,117.8345
Transform.Position,4.301773,-47.42377,0,117.8647
Transform.Position,4.326467,-47.38693,0,117.9112
Transform.Position,4.341822,-47.36446,0,117.9389
Transform.Position,4.366215,-47.32948,0,117.9815
Transform.Position,4.382353,-47.30686,0,118.0091
Transform.Position,4.406375,-47.27392,0,118.0499
Transform.Position,4.430369,-47.24156,0,118.0907
Transform.Position,4.446127,-47.22018,0,118.1174
Transform.Position,4.461946,-47.19853,0,118.1444
Transform.Position,4.485874,-47.16525,0,118.1858
Transform.Position,4.501861,-47.14235,0,118.2139
Transform.Position,4.525922,-47.10624,0,118.2569
Transform.Position,4.542138,-47.08061,0,118.2865
Transform.Position,4.566103,-47.04047,0,118.3302
Transform.Position,4.582112,-47.01328,0,118.3588
Transform.Position,4.606164,-46.97269,0,118.4013
Transform.Position,4.621922,-46.94617,0,118.4287
Transform.Position,4.645866,-46.90686,0,118.4704
Transform.Position,4.661789,-46.88108,0,118.4979
Transform.Position,4.685804,-46.84326,0,118.5393
Transform.Position,4.70168,-46.81878,0,118.5666
Transform.Position,4.726056,-46.78165,0,118.6077
Transform.Position,4.74227,-46.75734,0,118.6347
Transform.Position,4.766161,-46.72214,0,118.6738
Transform.Position,4.785967,-46.69369,0,118.7058
Transform.Position,4.80166,-46.67148,0,118.731
Transform.Position,4.825983,-46.63607,0,118.7717
Transform.Position,4.842843,-46.6108,0,118.801
Transform.Position,4.862356,-46.58094,0,118.8358
Transform.Position,4.885817,-46.54451,0,118.8791
Transform.Position,4.901709,-46.51945,0,118.9088
Transform.Position,4.930698,-46.47405,0,118.9642
Transform.Position,4.946851,-46.44847,0,118.9951
Transform.Position,4.962234,-46.42404,0,119.0243
Transform.Position,4.985781,-46.38689,0,119.0689
Transform.Position,5.001712,-46.36195,0,119.0987
Transform.Position,5.025686,-46.32439,0,119.1421
Transform.Position,5.046774,-46.29212,0,119.1792
Transform.Position,5.062326,-46.26891,0,119.2061
Transform.Position,5.086372,-46.23476,0,119.2463
Transform.Position,5.102222,-46.21318,0,119.2719
Transform.Position,5.125721,-46.18132,0,119.3092
Transform.Position,5.146757,-46.15153,0,119.3438
Transform.Position,5.162796,-46.12819,0,119.3707
Transform.Position,5.182202,-46.09882,0,119.4036
Transform.Position,5.205835,-46.0613,0,119.444
Transform.Position,5.221914,-46.03496,0,119.4714
Transform.Position,5.246647,-45.9921,0,119.5126
Transform.Position,5.262378,-45.96476,0,119.5391
Transform.Position,5.285699,-45.92364,0,119.5783
Transform.Position,5.30234,-45.89463,0,119.6067
Transform.Position,5.325688,-45.85417,0,119.6465
Transform.Position,5.346695,-45.81844,0,119.6825
Transform.Position,5.362782,-45.79141,0,119.71
Transform.Position,5.385793,-45.7534,0,119.7489
Transform.Position,5.401993,-45.72703,0,119.7757
Transform.Position,5.426038,-45.68876,0,119.8148
Transform.Position,5.446208,-45.65771,0,119.8467
Transform.Position,5.462699,-45.63285,0,119.8725
Transform.Position,5.485887,-45.59801,0,119.909
Transform.Position,5.514029,-45.55474,0,119.955
Transform.Position,5.521978,-45.5424,0,119.9682
Transform.Position,5.546544,-45.50352,0,120.0098
Transform.Position,5.566085,-45.47206,0,120.044
Transform.Position,5.582172,-45.44618,0,120.0727
Transform.Position,5.605839,-45.40806,0,120.1154
Transform.Position,5.621698,-45.38208,0,120.1439
Transform.Position,5.645697,-45.3427,0,120.1869
Transform.Position,5.662044,-45.31607,0,120.2162
Transform.Position,5.685894,-45.27662,0,120.2578
Transform.Position,5.701778,-45.2504,0,120.285
Transform.Position,5.730094,-45.2047,0,120.333
Transform.Position,5.737685,-45.19269,0,120.3457
Transform.Position,5.745769,-45.18012,0,120.3591
Transform.Position,5.76208,-45.155,0,120.3859
Transform.Position,5.785951,-45.11904,0,120.424
Transform.Position,5.801742,-45.0957,0,120.4484
Transform.Position,5.826181,-45.05788,0,120.4876
Transform.Position,5.842028,-45.03207,0,120.5137
Transform.Position,5.866401,-44.99056,0,120.5544
Transform.Position,5.882092,-44.96271,0,120.5806
Transform.Position,5.905819,-44.91841,0,120.6193
Transform.Position,5.921959,-44.88799,0,120.6459
Transform.Position,5.946345,-44.84157,0,120.6857
Transform.Position,5.961897,-44.81216,0,120.7111
Transform.Position,5.985965,-44.76739,0,120.7502
Transform.Position,6.001785,-44.73855,0,120.7757
Transform.Position,6.026013,-44.69585,0,120.814
Transform.Position,6.04202,-44.66837,0,120.8389
Transform.Position,6.066017,-44.62665,0,120.8765
Transform.Position,6.082201,-44.6006,0,120.8998
Transform.Position,6.101782,-44.57063,0,120.9268
Transform.Position,6.126132,-44.53325,0,120.9606
Transform.Position,6.141991,-44.5076,0,120.9841
Transform.Position,6.166344,-44.46525,0,121.0231
Transform.Position,6.182082,-44.43725,0,121.0491
Transform.Position,6.201671,-44.40203,0,121.0818
Transform.Position,6.229994,-44.35079,0,121.1302
Transform.Position,6.245714,-44.32243,0,121.1574
Transform.Position,6.262208,-44.29294,0,121.1861
Transform.Position,6.285876,-44.25031,0,121.2266
Transform.Position,6.30165,-44.22202,0,121.2532
Transform.Position,6.326299,-44.17895,0,121.2939
Transform.Position,6.341678,-44.15263,0,121.318
Transform.Position,6.350112,-44.13837,0,121.3309
Transform.Position,6.366113,-44.11159,0,121.355
Transform.Position,6.381931,-44.08553,0,121.3784
Transform.Position,6.406119,-44.0463,0,121.4137
Transform.Position,6.42177,-44.02117,0,121.4365
Transform.Position,6.446068,-43.98189,0,121.4717
Transform.Position,6.461656,-43.95632,0,121.4942
Transform.Position,6.485759,-43.91601,0,121.5294
Transform.Position,6.501771,-43.88839,0,121.5529
Transform.Position,6.526191,-43.84439,0,121.5892
Transform.Position,6.541652,-43.8152,0,121.6125
Transform.Position,6.566117,-43.76654,0,121.6486
Transform.Position,6.582185,-43.73426,0,121.6715
Transform.Position,6.605656,-43.68737,0,121.7045
Transform.Position,6.630299,-43.63858,0,121.7384
Transform.Position,6.645708,-43.60854,0,121.7596
Transform.Position,6.661703,-43.5776,0,121.7814
Transform.Position,6.685744,-43.53208,0,121.8143
Transform.Position,6.706097,-43.4942,0,121.8418
Transform.Position,6.722031,-43.46476,0,121.863
Transform.Position,6.746289,-43.4205,0,121.8945
Transform.Position,6.762109,-43.39202,0,121.9146
Transform.Position,6.786032,-43.34966,0,121.9445
Transform.Position,6.801659,-43.32233,0,121.9639
Transform.Position,6.82608,-43.27815,0,121.9952
Transform.Position,6.842244,-43.24789,0,122.0168
Transform.Position,6.865805,-43.20256,0,122.0488
Transform.Position,6.882101,-43.17061,0,122.0717
Transform.Position,6.90624,-43.12251,0,122.1059
Transform.Position,6.922168,-43.09069,0,122.129
Transform.Position,6.946097,-43.04225,0,122.1633
Transform.Position,6.962178,-43.00946,0,122.186
Transform.Position,6.969745,-42.99406,0,122.1966
Transform.Position,6.985884,-42.96149,0,122.2193
Transform.Position,7.00167,-42.93015,0,122.2417
Transform.Position,7.021733,-42.89093,0,122.2698
Transform.Position,7.045999,-42.84576,0,122.3039
Transform.Position,7.061841,-42.8175,0,122.3263
Transform.Position,7.085761,-42.77726,0,122.3601
Transform.Position,7.10175,-42.75194,0,122.3824
Transform.Position,7.126212,-42.7142,0,122.4168
Transform.Position,7.142155,-42.68918,0,122.4406
Transform.Position,7.166041,-42.65114,0,122.4777
Transform.Position,7.182066,-42.62518,0,122.5035
Transform.Position,7.206108,-42.58563,0,122.5431
Transform.Position,7.226104,-42.55183,0,122.5765
Transform.Position,7.242223,-42.52402,0,122.6034
Transform.Position,7.266234,-42.48352,0,122.6451
Transform.Position,7.282056,-42.45691,0,122.673
Transform.Position,7.305824,-42.41774,0,122.7157
Transform.Position,7.321831,-42.39155,0,122.7445
Transform.Position,7.346115,-42.35264,0,122.7884
Transform.Position,7.362242,-42.32735,0,122.8176
Transform.Position,7.385938,-42.29081,0,122.86
Transform.Position,7.401984,-42.26647,0,122.8883
Transform.Position,7.426036,-42.23087,0,122.9298
Transform.Position,7.4418,-42.20822,0,122.9565
Transform.Position,7.466078,-42.1743,0,122.9969
Transform.Position,7.48182,-42.15245,0,123.0233
Transform.Position,7.50578,-42.11858,0,123.0648
Transform.Position,7.522122,-42.09499,0,123.0939
Transform.Position,7.546117,-42.06007,0,123.1378
Transform.Position,7.562031,-42.03666,0,123.1674
Transform.Position,7.585775,-42.00179,0,123.2125
Transform.Position,7.59405,-41.9897,0,123.2285
Transform.Position,7.601779,-41.97837,0,123.2434
Transform.Position,7.626206,-41.94207,0,123.2903
Transform.Position,7.642136,-41.91835,0,123.3209
Transform.Position,7.666059,-41.88297,0,123.3668
Transform.Position,7.681781,-41.85929,0,123.3962
Transform.Position,7.70179,-41.8292,0,123.4333
Transform.Position,7.722207,-41.79907,0,123.4706
Transform.Position,7.746156,-41.76468,0,123.5138
Transform.Position,7.762136,-41.74237,0,123.5421
Transform.Position,7.785803,-41.7101,0,123.5827
Transform.Position,7.801701,-41.68884,0,123.6093
Transform.Position,7.826082,-41.65475,0,123.6515
Transform.Position,7.842307,-41.63084,0,123.6805
Transform.Position,7.866486,-41.59353,0,123.7245
Transform.Position,7.881879,-41.56874,0,123.7527
Transform.Position,7.905675,-41.5282,0,123.7955
Transform.Position,7.922107,-41.49998,0,123.8254
Transform.Position,7.946089,-41.45837,0,123.8689
Transform.Position,7.962211,-41.43064,0,123.8981
Transform.Position,7.985922,-41.39059,0,123.9408
Transform.Position,8.001666,-41.36457,0,123.9689
Transform.Position,8.026073,-41.32571,0,124.0117
Transform.Position,8.042048,-41.30097,0,124.0392
Transform.Position,8.0661,-41.26328,0,124.081
Transform.Position,8.082186,-41.23995,0,124.1068
Transform.Position,8.106244,-41.20686,0,124.1435
Transform.Position,8.121821,-41.18555,0,124.1673
Transform.Position,8.146016,-41.15042,0,124.2071
Transform.Position,8.162077,-41.12533,0,124.2359
Transform.Position,8.185806,-41.0877,0,124.2794
Transform.Position,8.201751,-41.06215,0,124.3092
Transform.Position,8.221844,-41.02993,0,124.3472
Transform.Position,8.245756,-40.99157,0,124.393
Transform.Position,8.261683,-40.96645,0,124.4238
Transform.Position,8.285787,-40.92804,0,124.4698
Transform.Position,8.3061,-40.89603,0,124.5079
Transform.Position,8.322102,-40.87139,0,124.5376
Transform.Position,8.345885,-40.83545,0,124.5796
Transform.Position,8.366226,-40.80527,0,124.614
Transform.Position,8.382002,-40.78223,0,124.6403
Transform.Position,8.405771,-40.74826,0,124.6796
Transform.Position,8.421932,-40.72548,0,124.7062
Transform.Position,8.446046,-40.69133,0,124.7458
Transform.Position,8.462223,-40.66809,0,124.7725
Transform.Position,8.485818,-40.63361,0,124.8119
Transform.Position,8.50169,-40.60971,0,124.8388
Transform.Position,8.525701,-40.57191,0,124.8802
Transform.Position,8.534105,-40.5581,0,124.8949
Transform.Position,8.541833,-40.54522,0,124.9085
Transform.Position,8.565784,-40.5033,0,124.9505
Transform.Position,8.582223,-40.47411,0,124.9786
Transform.Position,8.605799,-40.4325,0,125.0184
Transform.Position,8.621737,-40.40443,0,125.0449
Transform.Position,8.645757,-40.36308,0,125.0848
Transform.Position,8.6621,-40.33532,0,125.1117
Transform.Position,8.685744,-40.29613,0,125.1507
Transform.Position,8.701763,-40.2701,0,125.1769
Transform.Position,8.72622,-40.23081,0,125.2162
Transform.Position,8.741677,-40.20632,0,125.2407
Transform.Position,8.765937,-40.16853,0,125.2785
Transform.Position,8.782299,-40.14353,0,125.3037
Transform.Position,8.805875,-40.10782,0,125.3399
Transform.Position,8.821824,-40.08313,0,125.3653
Transform.Position,8.846274,-40.04416,0,125.4057
Transform.Position,8.862144,-40.0182,0,125.4326
Transform.Position,8.88578,-39.97905,0,125.4739
Transform.Position,8.901753,-39.95215,0,125.5022
Transform.Position,8.925851,-39.9118,0,125.546
Transform.Position,8.941981,-39.8845,0,125.5753
Transform.Position,8.966121,-39.84354,0,125.6189
Transform.Position,8.982112,-39.81659,0,125.6476
Transform.Position,9.006111,-39.77639,0,125.6901
Transform.Position,9.021837,-39.74997,0,125.7169
Transform.Position,9.046131,-39.70997,0,125.7574
Transform.Position,9.062253,-39.6843,0,125.7836
Transform.Position,9.086159,-39.64779,0,125.8213
Transform.Position,9.101707,-39.625,0,125.8449
Transform.Position,9.12613,-39.58937,0,125.8813
Transform.Position,9.142146,-39.5651,0,125.906
Transform.Position,9.166117,-39.5274,0,125.9438
Transform.Position,9.182206,-39.50112,0,125.9694
Transform.Position,9.206308,-39.46018,0,126.0078
Transform.Position,9.221836,-39.4327,0,126.0323
Transform.Position,9.246063,-39.38791,0,126.0694
Transform.Position,9.262124,-39.35807,0,126.0944
Transform.Position,9.285755,-39.31352,0,126.1308
Transform.Position,9.301781,-39.28355,0,126.1559
Transform.Position,9.326161,-39.23814,0,126.194
Transform.Position,9.342121,-39.2088,0,126.2191
Transform.Position,9.365887,-39.16571,0,126.2562
Transform.Position,9.382102,-39.13667,0,126.2812
Transform.Position,9.406152,-39.09426,0,126.3176
Transform.Position,9.421951,-39.06694,0,126.341
Transform.Position,9.446176,-39.02615,0,126.3759
Transform.Position,9.46223,-38.99987,0,126.3985
Transform.Position,9.469981,-38.98723,0,126.4094
Transform.Position,9.485784,-38.96119,0,126.4321
Transform.Position,9.506168,-38.92672,0,126.4623
Transform.Position,9.521879,-38.89968,0,126.486
Transform.Position,9.546391,-38.85674,0,126.5239
Transform.Position,9.562125,-38.82874,0,126.5486
Transform.Position,9.581645,-38.79381,0,126.5798
Transform.Position,9.60167,-38.75786,0,126.6123
Transform.Position,9.625736,-38.71397,0,126.6509
Transform.Position,9.642218,-38.68383,0,126.6773
Transform.Position,9.666272,-38.63997,0,126.7156
Transform.Position,9.682093,-38.61077,0,126.74
Transform.Position,9.706177,-38.56654,0,126.7764
Transform.Position,9.721755,-38.53833,0,126.7996
Transform.Position,9.746102,-38.49518,0,126.8354
Transform.Position,9.762068,-38.46754,0,126.8584
Transform.Position,9.785858,-38.42723,0,126.8915
Transform.Position,9.801732,-38.40083,0,126.9129
Transform.Position,9.826065,-38.35838,0,126.9465
Transform.Position,9.842119,-38.32885,0,126.9691
Transform.Position,9.865859,-38.28321,0,127.0026
Transform.Position,9.881608,-38.25166,0,127.0245
Transform.Position,9.906087,-38.19994,0,127.0566
Transform.Position,9.921856,-38.16652,0,127.0775
Transform.Position,9.945805,-38.11515,0,127.1086
Transform.Position,9.966245,-38.07149,0,127.135
Transform.Position,9.981952,-38.03818,0,127.1551
Transform.Position,10.00593,-37.9883,0,127.1851
Transform.Position,10.02203,-37.95571,0,127.205
Transform.Position,10.04608,-37.90776,0,127.234
Transform.Position,10.06224,-37.8753,0,127.2533
Transform.Position,10.08588,-37.83101,0,127.2793
Transform.Position,10.1017,-37.8031,0,127.2957
Transform.Position,10.12587,-37.7607,0,127.3223
Transform.Position,10.14214,-37.73106,0,127.3421
Transform.Position,10.16602,-37.68509,0,127.3749
Transform.Position,10.18209,-37.65398,0,127.3984
Transform.Position,10.20622,-37.60763,0,127.4354
Transform.Position,10.22178,-37.57818,0,127.4605
Transform.Position,10.2457,-37.53378,0,127.5003
Transform.Position,10.26212,-37.50439,0,127.529
Transform.Position,10.28575,-37.46278,0,127.5704
Transform.Position,10.30183,-37.43538,0,127.5988
Transform.Position,10.32173,-37.40351,0,127.6344
Transform.Position,10.3461,-37.36571,0,127.6768
Transform.Position,10.36181,-37.34243,0,127.7036
Transform.Position,10.38577,-37.30861,0,127.7444
Transform.Position,10.39815,-37.29194,0,127.7657
Transform.Position,10.40619,-37.28125,0,127.7795
Transform.Position,10.42188,-37.26048,0,127.8065
Transform.Position,10.44623,-37.22816,0,127.8483
Transform.Position,10.46187,-37.20712,0,127.8752
Transform.Position,10.48581,-37.17443,0,127.9171
Transform.Position,10.50169,-37.15209,0,127.9454
Transform.Position,10.52582,-37.11661,0,127.9891
Transform.Position,10.54184,-37.09185,0,128.0188
Transform.Position,10.56622,-37.05191,0,128.064
Transform.Position,10.58208,-37.02553,0,128.0929
Transform.Position,10.60626,-36.98568,0,128.1365
Transform.Position,10.62602,-36.95341,0,128.1717
Transform.Position,10.64189,-36.92801,0,128.2
Transform.Position,10.66623,-36.88976,0,128.243
Transform.Position,10.68192,-36.86583,0,128.2708
Transform.Position,10.7062,-36.82956,0,128.3134
Transform.Position,10.72216,-36.80607,0,128.3411
Transform.Position,10.74616,-36.77132,0,128.382
Transform.Position,10.76217,-36.74853,0,128.409
Transform.Position,10.78588,-36.7155,0,128.4484
Transform.Position,10.80608,-36.68774,0,128.4819
Transform.Position,10.82185,-36.66565,0,128.509
Transform.Position,10.84597,-36.63086,0,128.552
Transform.Position,10.8621,-36.607,0,128.5816
Transform.Position,10.88575,-36.57166,0,128.6263
Transform.Position,10.90175,-36.54737,0,128.6569
Transform.Position,10.92615,-36.51066,0,128.7047
Transform.Position,10.94195,-36.48666,0,128.7357
Transform.Position,10.96584,-36.45026,0,128.7824
Transform.Position,10.982,-36.42584,0,128.8139
Transform.Position,11.00592,-36.38994,0,128.8598
Transform.Position,11.02209,-36.36552,0,128.8898
Transform.Position,11.04621,-36.32983,0,128.9336
Transform.Position,11.06177,-36.30758,0,128.9612
Transform.Position,11.08596,-36.27447,0,129.0027
Transform.Position,11.10167,-36.25386,0,129.0287
Transform.Position,11.12179,-36.22775,0,129.0612
Transform.Position,11.15005,-36.189,0,129.1091
Transform.Position,11.16614,-36.16602,0,129.1369
Transform.Position,11.18213,-36.14251,0,129.1648
Transform.Position,11.20614,-36.10576,0,129.2069
Transform.Position,11.22211,-36.08016,0,129.2348
Transform.Position,11.24606,-36.03993,0,129.2759
Transform.Position,11.26173,-36.01353,0,129.3032
Transform.Position,11.28588,-35.9722,0,129.3451
Transform.Position,11.30167,-35.94554,0,129.3729
Transform.Position,11.3261,-35.90456,0,129.4159
Transform.Position,11.33416,-35.89124,0,129.4302
Transform.Position,11.34169,-35.87884,0,129.4435
Transform.Position,11.36602,-35.83942,0,129.4864
Transform.Position,11.38222,-35.81357,0,129.5146
Transform.Position,11.40591,-35.77635,0,129.5551
Transform.Position,11.42189,-35.75179,0,129.582
Transform.Position,11.44611,-35.71563,0,129.6216
Transform.Position,11.46196,-35.69268,0,129.647
Transform.Position,11.48575,-35.6582,0,129.6856
Transform.Position,11.50176,-35.63449,0,129.7125
Transform.Position,11.5262,-35.59754,0,129.7546
Transform.Position,11.54204,-35.57333,0,129.7826
Transform.Position,11.56607,-35.53618,0,129.8259
Transform.Position,11.58205,-35.51145,0,129.8552
Transform.Position,11.60594,-35.4744,0,129.8996
Transform.Position,11.62204,-35.44898,0,129.9293
Transform.Position,11.64622,-35.41076,0,129.9739
Transform.Position,11.66168,-35.38652,0,130.0025
Transform.Position,11.68167,-35.35464,0,130.0386
Transform.Position,11.70613,-35.31578,0,130.0817
Transform.Position,11.72166,-35.29148,0,130.1089
Transform.Position,11.74616,-35.25411,0,130.1511
Transform.Position,11.76192,-35.23068,0,130.1778
Transform.Position,11.7858,-35.19595,0,130.217
Transform.Position,11.80166,-35.17332,0,130.2423
Transform.Position,11.82585,-35.13726,0,130.2823
Transform.Position,11.84196,-35.11197,0,130.3097
Transform.Position,11.86599,-35.07249,0,130.3512
Transform.Position,11.88584,-35.03799,0,130.3854
Transform.Position,11.90589,-35.00138,0,130.4193
Transform.Position,11.92198,-34.97204,0,130.4468
Transform.Position,11.9461,-34.92764,0,130.4879
Transform.Position,11.95384,-34.91348,0,130.5011
Transform.Position,11.96171,-34.89912,0,130.5145
Transform.Position,11.98583,-34.85578,0,130.5554
Transform.Position,12.0064,-34.81981,0,130.5898
Transform.Position,12.02165,-34.7938,0,130.6151
Transform.Position,12.04615,-34.75298,0,130.655
Transform.Position,12.06208,-34.72626,0,130.6809
Transform.Position,12.08574,-34.68929,0,130.7167
Transform.Position,12.10175,-34.66578,0,130.7395
Transform.Position,12.12626,-34.62944,0,130.7749
Transform.Position,12.14167,-34.6054,0,130.7986
Transform.Position,12.16585,-34.56485,0,130.8389
Transform.Position,12.18209,-34.53695,0,130.8667
Transform.Position,12.20613,-34.49522,0,130.9086
Transform.Position,12.22177,-34.46793,0,130.9363
Transform.Position,12.2462,-34.42521,0,130.9798
Transform.Position,12.26189,-34.39819,0,131.0082
Transform.Position,12.2858,-34.35665,0,131.0506
Transform.Position,12.30171,-34.32914,0,131.0784
Transform.Position,12.32604,-34.28809,0,131.1201
Transform.Position,12.34176,-34.26208,0,131.1458
Transform.Position,12.36586,-34.22291,0,131.1837
Transform.Position,12.38192,-34.19731,0,131.2083
Transform.Position,12.40168,-34.16626,0,131.2383
Transform.Position,12.42192,-34.1349,0,131.269
Transform.Position,12.44582,-34.09769,0,131.3051
Transform.Position,12.46606,-34.06556,0,131.3358
Transform.Position,12.48183,-34.04015,0,131.3599
Transform.Position,12.50612,-33.99976,0,131.3974
Transform.Position,12.52179,-33.97261,0,131.4219
Transform.Position,12.54582,-33.9287,0,131.4597
Transform.Position,12.56198,-33.89736,0,131.4848
Transform.Position,12.58588,-33.85085,0,131.521
Transform.Position,12.60168,-33.82039,0,131.5447
Transform.Position,12.62194,-33.78149,0,131.5745
Transform.Position,12.64571,-33.73656,0,131.6096
Transform.Position,12.66186,-33.70641,0,131.633
Transform.Position,12.68585,-33.66249,0,131.6678
Transform.Position,12.70165,-33.63404,0,131.6906
Transform.Position,12.72171,-33.59818,0,131.7189
Transform.Position,12.74573,-33.55591,0,131.7521
Transform.Position,12.76195,-33.52771,0,131.7741
Transform.Position,12.78589,-33.48677,0,131.806
Transform.Position,12.80168,-33.46013,0,131.8268
Transform.Position,12.8257,-33.41826,0,131.8597
Transform.Position,12.84187,-33.38911,0,131.8827
Transform.Position,12.86217,-33.35165,0,131.9121
Transform.Position,12.8898,-33.2995,0,131.9534
Transform.Position,12.89777,-33.28423,0,131.9654
Transform.Position,12.90575,-33.26901,0,131.9778
Transform.Position,12.92188,-33.23829,0,132.0032
Transform.Position,12.94608,-33.19234,0,132.0418
Transform.Position,12.96191,-33.16254,0,132.0674
Transform.Position,12.98588,-33.11835,0,132.1066
Transform.Position,13.00272,-33.08801,0,132.1342
Transform.Position,13.02611,-33.04664,0,132.1719
Transform.Position,13.04249,-33.01867,0,132.1981
Transform.Position,13.06614,-32.98025,0,132.2358
Transform.Position,13.08239,-32.95539,0,132.2613
Transform.Position,13.10651,-32.92033,0,132.2986
Transform.Position,13.12259,-32.89757,0,132.3233
Transform.Position,13.14603,-32.86377,0,132.3611
Transform.Position,13.16205,-32.84027,0,132.388
Transform.Position,13.18629,-32.80394,0,132.4297
Transform.Position,13.20228,-32.7795,0,132.4578
Transform.Position,13.22618,-32.74185,0,132.5001
Transform.Position,13.24236,-32.7151,0,132.5283
Transform.Position,13.2661,-32.67584,0,132.5703
Transform.Position,13.28207,-32.64899,0,132.5984
Transform.Position,13.30569,-32.6099,0,132.6407
Transform.Position,13.32182,-32.58338,0,132.6697
Transform.Position,13.34621,-32.54411,0,132.7136
Transform.Position,13.36207,-32.51908,0,132.7422
Transform.Position,13.38593,-32.48207,0,132.7847
Transform.Position,13.40167,-32.45803,0,132.8123
Transform.Position,13.42583,-32.42203,0,132.8538
Transform.Position,13.44583,-32.39333,0,132.8872
Transform.Position,13.46183,-32.371,0,132.9134
Transform.Position,13.48575,-32.33755,0,132.9533
Transform.Position,13.50172,-32.31479,0,132.9809
Transform.Position,13.52617,-32.27925,0,133.0242
Transform.Position,13.53405,-32.26772,0,133.0385
Transform.Position,13.54202,-32.25602,0,133.0531
Transform.Position,13.56622,-32.2202,0,133.098
Transform.Position,13.58224,-32.1965,0,133.1283
Transform.Position,13.60579,-32.16161,0,133.1733
Transform.Position,13.62259,-32.13627,0,133.2053
Transform.Position,13.64588,-32.10112,0,133.2497
Transform.Position,13.6618,-32.07733,0,133.2801
Transform.Position,13.68576,-32.04082,0,133.3246
Transform.Position,13.70166,-32.01662,0,133.3537
Transform.Position,13.72611,-31.9802,0,133.398
Transform.Position,13.74217,-31.95691,0,133.4267
Transform.Position,13.76602,-31.92318,0,133.4685
Transform.Position,13.78212,-31.90091,0,133.4958
Transform.Position,13.80602,-31.86816,0,133.5359
Transform.Position,13.82171,-31.84599,0,133.5629
Transform.Position,13.8462,-31.80953,0,133.6062
